cid	text	author	votes	heart	paid	category	Entext	flair_sent_fast	flair_sent_en	pysent_sent	pysent_emot	pysent_hate	offense
UgyXwSg46TKmZqwrS614AaABAg	എല്ലാ വേർപാടും സങ്കടകരമാണ് അവന്റെ പെറ്റമ്മയിൽ നിന്ന് അവനു അഭയം കൊടുത്ത ആ പൊത്തിൽ നിന്ന് രക്ഷിച്ചെടുത്ത നിങ്ങളിൽനിന്ന് ആ കുഞ്ഞു ജീവന്റെ യാത്ര സുഖകരമാവട്ടെ ദൈവം അനുഗ്രഹിക്കട്ടെ	shyma kishore	274	True	None	Pets_and_Animals	Every parting is sad. May God bless the journey of that baby's life.	('POSITIVE', 0.776253342628479)	('POSITIVE', 0.9619355201721191)	NEU: 	sadness: 	:	1
UgxIgDmxaFHlKvw-D0R4AaABAg	ആ പാവം പട്ടിക്കുട്ടിയെ രക്ഷപ്പെടുത്തിയ നിങ്ങളെ ഉറപ്പായും ദൈവം അനുഗ്രഹിക്കും 	Vidyalekshmi V	117	True	None	Pets_and_Animals	God bless you for rescuing that poor puppy	('POSITIVE', 0.6761803030967712)	('POSITIVE', 0.9980478286743164)	POS: 	joy:  	:	1
UgzHmn4V2ILsJHR7xEt4AaABAg	ഞങ്ങൾക്ക് ഒരു പാട് സന്തോഷമായി ആ പപ്പി രക്ഷപ്പെട്ടപ്പോൾ കോക്കാച്ചി ചേട്ടന്മാരെ ദൈവം അനുഗ്രഹിക്കട്ടെ 	Malayali girl	383	True	None	Pets_and_Animals	God bless the Kokachi brothers when that puppy was saved to our great joy	('POSITIVE', 0.9901944994926453)	('POSITIVE', 0.9971585273742676)	POS: 	joy: 	:	1
UgwH9A2xoCOweEIUWBl4AaABAg	 ദൈവം പപ്പികുട്ടിയെ വേഗം തന്നെ സുഖമാവടെ 	Hina💜Ashraf ❤️	193	True	None	Pets_and_Animals	God bless the puppy soon	('POSITIVE', 0.9102663993835449)	('POSITIVE', 0.9950548410415649)	POS: 	joy: 	:	1
UgxY-vpiqbK1pv5fmpd4AaABAg	പാവം പൂച്ചയും പട്ടികുഞ്ഞും  ദൈവം നിങ്ങളെ അനുഗ്രഹിക്കും 	bleesy sneha''s World	58	False	None	Pets_and_Animals	God bless you poor cat and puppy	('POSITIVE', 0.6281975507736206)	('POSITIVE', 0.9807151556015015)	POS: 	sadness: 	:	1
UgzHDqH-quF78JwMWcp4AaABAg	 ചേട്ടനെ ദൈവം അനുഗ്രഹിക്കട്ടെ 	Kutties job	74	False	None	Pets_and_Animals	God bless you bro	('POSITIVE', 0.9071162343025208)	('POSITIVE', 0.9950842261314392)	POS: 	joy: 	:	1
UgyjX8y4-9oevG36tuF4AaABAg	നിങ്ങളെ ദൈവം അനുഗ്രഹിക്കട്ടെ 	sayanths vlog	125	False	None	Pets_and_Animals	God bless you	('POSITIVE', 0.9489391446113586)	('POSITIVE', 0.9957590699195862)	POS: 	joy: 	:	1
UgxxIQ7KorlzbsqEtQR4AaABAg	ദൈവം നിങ്ങളെ ഒരിക്കലും കൈവിടില്ല നല്ല മനസ്സാണ് നിങ്ങക്ക് 	🖤black king 🖤	141	True	None	Pets_and_Animals	God will never leave you and you have a good heart	('POSITIVE', 0.9987646341323853)	('POSITIVE', 0.9967834949493408)	POS: 	joy: 	:	1
Ugz-I4h3Bc-j5MrHvUl4AaABAg	കൊച്ചാപ്പിയെ ഒരുപാട് മിസ്സ് ചെയ്യും എവിടെ ആണെങ്കിലും അവൻ സന്തോഷം ആയി ഇരിക്കട്ടെ	Midhila	207	False	None	Pets_and_Animals	Kochappi will be missed a lot may he be happy wherever he is	('NEGATIVE', 0.9472784399986267)	('POSITIVE', 0.9689082503318787)	POS: 	sadness: 	:	1
UgyhQYnzf_27d3e9MFJ4AaABAg	ജിവികളുടെ കാര്യത്തിൽ ഇത്ര ഏറെ താല്പര്യം കാണിക്കുന്ന നിങ്ങളെ ദൈവം അനുഗ്രഹിക്കട്ടെ	Vidyalekshmi V	197	True	None	Pets_and_Animals	God bless you for taking so much interest in GVs	('POSITIVE', 0.9767248034477234)	('POSITIVE', 0.9918930530548096)	POS: 	joy: 	:	1
UgzqToDo4gKvSnOkTzZ4AaABAg	എന്ത്   വേദനസഹിച്ചുകാണും   ആ      പാവം   കോക്കാച്ചി ചേട്ടൻ    എല്ലാം മൃഗങ്ങളെയും സഹായിക്കുന്നു   ദൈവം  നല്ലത് വരുത്തട്ടെ സഹായികട്ട 	Shiju P James	148	False	None	Pets_and_Animals	Whatever pain that poor Kokachi chap is going through, he is helping animals too, God bless him.	('NEGATIVE', 0.7321393489837646)	('POSITIVE', 0.9915640354156494)	POS: 	sadness: 	:	1
UgzmEnVnvTmHp6pf7-h4AaABAg	വലിപ്പച്ചെറുപ്പമില്ലാതെ നിങ്ങൾ ഈ മിണ്ടാപ്രാണികളോട് കാണിക്കുന്ന സ്നേഹം ഉണ്ടല്ലോ അതിന് ദൈവം നിങ്ങളെ ഉറപ്പായും അനുഗ്രഹിക്കും 	RB Creations	76	True	None	Pets_and_Animals	God will surely bless you for the love you show to these dumb animals regardless of size	('POSITIVE', 0.9525365233421326)	('POSITIVE', 0.994998574256897)	NEG: 	others: 	:	1
Ugz-bhp2xoLZ3Bgr8954AaABAg	ആ പൂച്ച കുട്ടിയെ രക്ഷിക്കാൻ തോന്നിയ നന്മ മനസ്സിനെ ദൈവം അനുഗ്രഹിക്കുംഇപ്പോൾ അവൻ കുളിച്ച് കുട്ടപ്പൻ ആയി	Malayali girl	139	True	None	Pets_and_Animals	God will bless the good mind that felt to save that cat boy. Now he took a bath and became a father	('POSITIVE', 0.9630830883979797)	('POSITIVE', 0.9991769194602966)	POS: 	joy: 	:	1
Ugyxu1O_Uklu58vfx4N4AaABAg	നിങ്ങളെ ദൈവം എന്നും അനുഗ്രഹിക്കട്ടെകണ്ണ് നിറഞ്ഞുപോയി കണ്ടപ്പോ	Shreya	48	True	None	Pets_and_Animals	May God bless you forever	('POSITIVE', 0.8865492343902588)	('POSITIVE', 0.9944162368774414)	POS: 	joy: 	:	1
UgxefA0wPrQYD291tP54AaABAg	ആ പൂച്ചക്കുട്ടിക്ക് ഭാഗ്യം ഉണ്ട് കാരണം വളർത്തുജീവികളുടെ ദൈവമായകോക്കാച്ചിയുടെ കയ്യിൽ എത്തിയതുകൊണ്ട് 	കണ്ണന്റെ കാഴ്ചകൾ	283	True	None	Pets_and_Animals	The kitten is lucky because it is in the hands of Kokachi, the god of pets	('POSITIVE', 0.8166313767433167)	('POSITIVE', 0.9988260865211487)	POS: 	joy: 	:	1
UgxEEibmw0eEVzP-58V4AaABAg	കുറുമ്പൻ വയ്യെങ്കിലും ഓടിച്ചാടി നടക്കുവാ കൊച്ചാപ്പി 	Gopika R	170	False	None	Pets_and_Animals	Kochappi, even if he is a little bit fat, he will run and walk	('POSITIVE', 0.5895982384681702)	('POSITIVE', 0.9224305152893066)	NEU: 	others: 	:	1
UgwlvQW8UzCGgG9Hi2p4AaABAg	നിങ്ങളുടെ നല്ല മനസിന് ദൈവം കോക്കാച്ചി ഫാമിലിയെ അനുഗ്രഹിക്കട്ടെ	CONCLUSION	127	False	None	Pets_and_Animals	God bless the Kokachi family for your good spirit	('POSITIVE', 0.9925097227096558)	('POSITIVE', 0.9956707954406738)	POS: 	joy: 	:	1
UgxcEyT7mNrjX6oJGxx4AaABAg	നിങ്ങളുടെ ആ വലീയ മനസ്സ്  ദൈവം എന്നും നിങ്ങളുടെ കൂടെ ഉണ്ടാകും	sreekutty''s creation	121	False	None	Pets_and_Animals	That great mind of yours, God will always be with you	('POSITIVE', 0.9981234669685364)	('POSITIVE', 0.9983603358268738)	POS: 	joy: 	:	1
UgwmGofqKVul0pMbeFF4AaABAg	ദൈവമേ എല്ലാ കുഞ്ഞുങ്ങളും രക്ഷപ്പെടണേയ് ഇവരുടെ അമ്മ എന്തിയേ ഇവരുടെ ആരോഗ്യത്തിന് വേണ്ടി പ്രാർത്ഥിക്കുന്നു	Sindhu Joyikutty	152	False	None	Pets_and_Animals	God save all the children, their mother is praying for their health	('POSITIVE', 0.9701153635978699)	('POSITIVE', 0.7033883333206177)	NEU:  	sadness: 	:	1
UgxQxmDU2wEyAvWV6XJ4AaABAg	നിങ്ങളുടെ കൂടെ എന്നും കൂട്ടായി നിങ്ങൾക്ക് ദൈവം ഉണ്ടാവും ഇവനെ നമ്മുടെ കോക്കാച്ചി ഫാമിലിയിൽ വളർത്തണം 	ᎷᏒ-107  🅥	373	False	None	Pets_and_Animals	You will always have God with you in company. He should be nurtured in our Kokachi family	('POSITIVE', 0.9987867474555969)	('POSITIVE', 0.9991157650947571)	POS: 	joy: 	:	1
UgyJ3_B--LGmdcn0ttN4AaABAg	ദൈവം കൊക്കാച്ചി കുടുംബത്തെ അനുഗ്രഹിക്കും നിങ്ങൾക്കു നല്ലത് വരട്ടെ എന്നും നിങ്ങൾക്കായി പ്രാർത്ഥിക്കും 	ammu theresa	19	False	None	Pets_and_Animals	God bless the Kokachi family and pray for the best for you	('POSITIVE', 0.9907021522521973)	('POSITIVE', 0.9935903549194336)	POS: 	joy:  	:	1
Ugyg18N4FAyQsve6-8J4AaABAg	തെരിവിൽ പൊലിഞ്ഞ് പോകണ്ട ഒരു ജീവനായിരുന്നു കുഞ്ഞാപ്പിയുടെ നിങ്ങളുടെ കൈകളിൽ എന്തിയതു കാരണം അവന് ഇന്ന് രാജീ കിയ ജീവിതം നിങ്ങളുടെ കൂടെ ദൈവം എന്നും കാണും	minianilkumar Kumar	79	False	None	Pets_and_Animals	It was a life that should not perish in the street, what is in your hands of Kunjappi because the life he gave up today will see God with you forever.	('POSITIVE', 0.9251593947410583)	('POSITIVE', 0.8390182256698608)	NEU:  	sadness: 	:	1
UgxEMSHecH7MzkaPFGN4AaABAg	സ്നേഹത്തിന്റെ  രാജ കുമാരി  ലക്കി   താങ്ക്സ് ഗോഡ്	Valsala suresh	84	False	None	Pets_and_Animals	Queen of Love Lucky Thank God	('POSITIVE', 0.9697756767272949)	('POSITIVE', 0.9721559286117554)	POS: 	joy: 	:	1
Ugw9rWnjzgatV9X3pkJ4AaABAg	ലക്കിയെ ഏറ്റെടുക്കുന്ന കുടുംബത്തെ ദൈവം അനുഗ്രഹിക്കട്ടെ അവളെ ഇത്രയും നാൾ നോക്കിയ  നിങ്ങൾ മറ്റുള്ളവർക്ക് ഒരു മാതൃക ആണ് 	Anu Anil	19	False	None	Pets_and_Animals	God bless the family that takes Lucky in. You are an example to others who have looked after her for so long	('POSITIVE', 0.9971998929977417)	('POSITIVE', 0.9936599135398865)	POS: 	joy: 	:	1
Ugzkt-sMPDqcIbScFXR4AaABAg	ഒരുപാട് സന്തോഷം ആയിഅവനെ ഏറ്റെടുത്തവർ നന്നായി നോക്കുന്നുണ്ട് എന്നറിഞ്ഞതിൽ ഒരുപാട് സന്തോഷം ഉണ്ട് കോക്കാച്ചി ടീമിനു എത്ര നന്ദി പറഞ്ഞാലും അധികമാവില്ല ദൈവം നിങ്ങളെ അനുഗ്രഹിക്കട്ടെ	Thomas George	148	False	None	Pets_and_Animals	I am very happy to know that he is being looked after by those who took him in. I can't thank you enough for the Kokachi team. God bless you.	('POSITIVE', 0.9893921613693237)	('POSITIVE', 0.9926980137825012)	POS: 	joy: 	:	1
Ugz9pjp4G76j9aBIMBx4AaABAg	ഈ കൊറോണ കാലത്തും ഇങ്ങനെയുള്ള നല്ല പ്രവർത്തികൾ ചെയ്യുന്ന നിങ്ങളെ ദൈവം അനുഗ്രഹിക്കട്ടെ	ME AND APPU	133	False	None	Pets_and_Animals	May God bless you for doing such good deeds even in this corona time	('POSITIVE', 0.9724826216697693)	('POSITIVE', 0.9871007204055786)	POS: 	joy: 	:	1
Ugzksd3L3FQAbUCLUq54AaABAg	നിങ്ങൾക്ക് ധീർഗായുസ് തരട്ടെ ദൈവം 	Geetha Dinesh	49	False	None	Pets_and_Animals	May God give you patience	('NEGATIVE', 0.5855288505554199)	('NEGATIVE', 0.9945376515388489)	POS: 	others: 	:	1
UgykcTPyJb5UnxBEL2t4AaABAg	ചുന്ദരി ലക്കിക്കുട്ടി അവളുടെ ഈ മാറ്റം നിങ്ങളുടെ കഠിന പ്രയത്നമാണ് മക്കളെ ദൈവം നിങ്ങളെ അനുഗ്രഹിക്കട്ടെ 	Jamila Kabeer	172	True	None	Pets_and_Animals	chundari luckykutty her this change is your hard work may god bless you children	('POSITIVE', 0.7794230580329895)	('POSITIVE', 0.987091064453125)	POS: 	joy: 	:	1
UgwgzwcqwOaI5im2TbN4AaABAg	എനിക് പറയാൻ വാക്കുകൾ ഇല്ല കണ്ണ് നിറഞ്ഞു ദൈവം നിങ്ങൾക്ക് നല്ലതു മാത്രം വരുത്തുക്കയോളൂ ദൈവം ഉണ്ടെന്നുള്ളത് സത്യമാണ് കാരണം ഇതുപോലുള്ള മനുഷ്യരിലൂടെ അവർ നന്മകൾ ചെയ്യുന്നു	BEST ANGLER	110	False	None	Pets_and_Animals	I have no words to say my eyes are full may God bring you only good God exists because through people like this they do good	('POSITIVE', 0.823432445526123)	('POSITIVE', 0.9955847859382629)	POS: 	joy: 	:	1
UgwkEIHfz1xT6S2ZJYd4AaABAg	ഇഗ്വാനാ അറിയും തോറും കടിയുടെ പവർ കൂടുന്ന മഹാ സാധനം അലഞ്ഞിട്ടുണ്ട് അത് തേടിനിലാവിൽ യമുനയുടെ കരയിൽ നക്ഷത്രം എണ്ണി കിടന്നവന് ഒരു വെളിപാട് ഉണ്ടാവുന്നു എന്താ യൂട്യൂബിലേക്ക് വെച്ച് പിടിക്കാൻ എന്തിനാ ഇഗ്വാനാ കടിക്കുമോ എന്ന് അറിയാൻഇഗ്വാനാ കടിക്കുമോ എന്ന് സംശയച്ച് അറിയാൻ ചെന്ന് പെട്ടത് ഒരു പഴയ ഇഗ്വാനായായ ബെഞ്ചമിൻ ബ്രൂണോയുടെ മടയിൽമൂപ്പര് നല്ല ഫിറ്റാ എന്താ സംഭവം നല്ല എ ക്ലാസ്സ് കടി ആവിശ്യം അറിയിച്ചുദക്ഷിണ വായിലേക്ക് വെക്കാൻ പറഞ്ഞുഊര് തെണ്ടിയുടെ ഓട്ട കീശയിൽ എന്താ ഉള്ളത് ഒന്നുമില്ലകടിക്കുമോ എന്ന് മനസ്സിൽ വിചാരിച്ചു സ്വന്തം വിരൽ ബെഞ്ചമിൻ ബ്രൂണോയുടെ വായിൽ വെച്ച് കൊടുത്ത് രണ്ടു കറക്ക് കറക്കികറക്കി മുഴുവിക്കാൻ അനുവദിച്ചില്ലാ എന്റെ വിരൽ ചേർത്ത് കടിച്ചുവിരൽ ഫ്ലാറ്റ്പിന്നെ ഹൃദയത്തിൽ ദുഃഖവും വിരലുകളിൽ വേദനയുമായി കാലം ഒരുപാട്ഒടുവിൽ ഒരുനാൾ ബെഞ്ചമിൻ ബ്രൂണോയുടെ വായിൽ കുറച്ച് പച്ച മണ്ണ് വാരിയിട്ട് ഓടിയ ഓട്ടമാണ് എന്നും തീരാത്ത ഓട്ടംഇഗ്വാനാക്കി വായിൽ ജോ കഭി നഹി വിരൽ ഇടാൻ പാടില്ല ഇട്ടാൽ കടി ഉറപ്പാണ് ശംഭോ മഹാദേവാ	༒ഡ്യൂഡ് ഇടക്കൊച്ചി༒	741	True	None	Pets_and_Animals	"The greater the power of the iguana, the greater the power of the iguana has wandered. The one who counted the stars on the bank of the Yamuna while looking for it has a revelation. I told him to put it in his mouth. I thought to myself, ""What's in the bastard's pocket?"" I put my finger in Benjamin Bruno's mouth. Kabhi Nahi should not put the finger if put it is sure to bite Shambho Mahadeva"	('NEGATIVE', 0.9803373217582703)	('NEGATIVE', 0.9915245175361633)	NEU: 	others: 	:	1
